"kmer.id" "j.counts" "genome" "sc3" "dif" "per" "esp_array"
"10675" "19957_33" 33 39 39 0 1 1.12121212121212
"10676" "19958_2" 2 3 3 0 1 1.33333333333333
"10677" "19959_4" 4 45 45 0 1 7.83333333333333
"10678" "1996_2" 2 2 2 0 1 1
"10679" "19960_1" 1 21 21 0 1 14.3333333333333
"10680" "19961_1" 1 43 43 0 1 29
"10681" "19962_1" 1 5 3 2 0.6 3
"10682" "19963_1" 1 1 1 0 1 1
"10683" "19964_3" 3 5 5 0 1 1.44444444444444
"10684" "19965_1" 1 1 1 0 1 1
"10685" "19966_1" 1 1 1 0 1 1
"10686" "19967_2" 2 57 57 0 1 19.3333333333333
"10687" "19968_2" 2 2 2 0 1 1
"10688" "19969_39" 39 295 266 29 0.901694915254237 5.12820512820513
"10689" "1997_1" 1 1 1 0 1 1
"10690" "19970_1" 1 26 26 0 1 17.6666666666667
"10691" "19971_4" 4 4 4 0 1 1
"10692" "19972_1" 1 1 1 0 1 1
"10693" "19973_1" 1 2 2 0 1 1.66666666666667
"10694" "19974_1" 1 1 1 0 1 1
"10695" "19975_14" 14 48 47 1 0.979166666666667 2.5952380952381
"10696" "19976_1" 1 3 3 0 1 2.33333333333333
"10697" "19977_1" 1 32 32 0 1 21.6666666666667
"10698" "19978_43" 43 54 54 0 1 1.17054263565891
"10699" "19979_41" 41 45 45 0 1 1.0650406504065
"10700" "1998_1" 1 1 1 0 1 1
"10701" "19980_1" 1 10 10 0 1 7
"10702" "19981_37" 37 38 38 0 1 1.01801801801802
"10703" "19982_2" 2 2 2 0 1 1
"10704" "19983_45" 45 46 46 0 1 1.01481481481481
"10705" "19984_21" 21 23 23 0 1 1.06349206349206
"10706" "19985_42" 42 51 51 0 1 1.14285714285714
"10707" "19986_2" 2 2 2 0 1 1
"10708" "19987_1" 1 1 1 0 1 1
"10709" "19988_2" 2 2 2 0 1 1
"10710" "19989_3" 3 4 4 0 1 1.22222222222222
"10711" "1999_1" 1 1 1 0 1 1
"10712" "19990_1" 1 1 1 0 1 1
"10713" "19991_4" 4 137 62 75 0.452554744525547 16.9166666666667
"10714" "19992_1" 1 27 27 0 1 18.3333333333333
"10715" "19993_1" 1 1 1 0 1 1
"10716" "19994_30" 30 35 35 0 1 1.11111111111111
"10717" "19995_1" 1 1 1 0 1 1
"10718" "19996_1" 1 1 1 0 1 1
"10719" "19997_1" 1 48 48 0 1 32.3333333333333
"10720" "19998_27" 27 38 38 0 1 1.27160493827161
"10721" "19999_1" 1 5 5 0 1 3.66666666666667
"10722" "2_1" 1 44 44 0 1 29.6666666666667
"10723" "20_7" 7 10 10 0 1 1.28571428571429
"10724" "200_40" 40 41 41 0 1 1.01666666666667
"10725" "2000_1" 1 1 1 0 1 1
"10726" "20000_1" 1 1 1 0 1 1
"10727" "20001_38" 38 44 44 0 1 1.10526315789474
"10728" "20002_1" 1 1 1 0 1 1
"10729" "20003_1" 1 1 1 0 1 1
"10730" "20004_1" 1 1 1 0 1 1
"10731" "20005_1" 1 1 1 0 1 1
"10732" "20006_2" 2 3 3 0 1 1.33333333333333
"10733" "20008_47" 47 49 49 0 1 1.02836879432624
"10734" "20009_3" 3 5 5 0 1 1.44444444444444
"10735" "2001_1" 1 1 1 0 1 1
"10736" "20010_1" 1 1 1 0 1 1
"10737" "20011_1" 1 1 1 0 1 1
"10738" "20012_2" 2 2 2 0 1 1
"10739" "20013_1" 1 1 1 0 1 1
"10740" "20014_51" 51 59 59 0 1 1.10457516339869
"10741" "20015_41" 41 44 44 0 1 1.04878048780488
"10742" "20016_1" 1 1 1 0 1 1
"10743" "20017_1" 1 1 1 0 1 1
"10744" "20018_27" 27 280 198 82 0.707142857142857 6.23456790123457
"10745" "20019_1" 1 32 32 0 1 21.6666666666667
"10746" "2002_1" 1 1 1 0 1 1
"10747" "20020_1" 1 31 31 0 1 21
"10748" "20021_7" 7 8 8 0 1 1.0952380952381
"10749" "20022_4" 4 5 5 0 1 1.16666666666667
"10750" "20023_1" 1 1 1 0 1 1
"10751" "20024_1" 1 1 1 0 1 1
"10752" "20025_1" 1 1 1 0 1 1
"10753" "20026_49" 49 51 51 0 1 1.02721088435374
"10754" "20027_2" 2 2 2 0 1 1
"10755" "20028_1" 1 1 1 0 1 1
"10756" "20029_39" 39 75 73 2 0.973333333333333 1.5982905982906
"10757" "2003_1" 1 37 37 0 1 25
"10758" "20030_1" 1 1 1 0 1 1
"10759" "20031_2" 2 36 36 0 1 12.3333333333333
"10760" "20032_1" 1 1 1 0 1 1
"10761" "20033_1" 1 12 6 6 0.5 6.33333333333333
"10762" "20034_1" 1 1 1 0 1 1
"10763" "20035_1" 1 47 47 0 1 31.6666666666667
"10764" "20036_5" 5 29 29 0 1 4.2
"10765" "20037_1" 1 1 1 0 1 1
"10766" "20038_1" 1 1 1 0 1 1
"10767" "20039_1" 1 42 42 0 1 28.3333333333333
"10768" "2004_49" 49 50 50 0 1 1.01360544217687
"10769" "20040_2" 2 2 2 0 1 1
"10770" "20041_3" 3 4 4 0 1 1.22222222222222
"10771" "20042_1" 1 44 44 0 1 29.6666666666667
"10772" "20043_1" 1 71 68 3 0.957746478873239 46.6666666666667
"10773" "20044_40" 40 41 41 0 1 1.01666666666667
"10774" "20045_1" 1 1 1 0 1 1
"10775" "20046_1" 1 18 18 0 1 12.3333333333333
"10776" "20047_3" 3 3 3 0 1 1
"10777" "20048_46" 46 60 58 2 0.966666666666667 1.18840579710145
"10778" "20049_2" 2 3 3 0 1 1.33333333333333
"10779" "2005_37" 37 73 73 0 1 1.64864864864865
"10780" "20050_1" 1 1 1 0 1 1
"10781" "20051_2" 2 2 2 0 1 1
"10782" "20052_1" 1 1 1 0 1 1
"10783" "20053_1" 1 1 1 0 1 1
"10784" "20054_1" 1 1 1 0 1 1
"10785" "20055_1" 1 1 1 0 1 1
"10786" "20056_5" 5 9 9 0 1 1.53333333333333
"10787" "20057_41" 41 41 41 0 1 1
"10788" "20058_1" 1 1 1 0 1 1
"10789" "20059_42" 42 54 54 0 1 1.19047619047619
"10790" "2006_1" 1 1 1 0 1 1
"10791" "20060_2" 2 55 55 0 1 18.6666666666667
"10792" "20061_2" 2 6 5 1 0.833333333333333 2.16666666666667
"10793" "20062_2" 2 22 19 3 0.863636363636364 7.16666666666667
"10794" "20063_30" 30 32 32 0 1 1.04444444444444
"10795" "20064_2" 2 2 2 0 1 1
"10796" "20065_50" 50 60 60 0 1 1.13333333333333
"10797" "20066_2" 2 2 2 0 1 1
"10798" "20067_41" 41 46 46 0 1 1.08130081300813
"10799" "20068_2" 2 2 2 0 1 1
"10800" "20069_47" 47 49 48 1 0.979591836734694 1.02127659574468
"10801" "2007_1" 1 1 1 0 1 1
"10802" "20070_1" 1 2 2 0 1 1.66666666666667
"10803" "20071_1" 1 3 3 0 1 2.33333333333333
"10804" "20072_37" 37 48 48 0 1 1.1981981981982
"10805" "20073_49" 49 50 50 0 1 1.01360544217687
"10806" "20074_1" 1 1 1 0 1 1
"10807" "20076_45" 45 57 57 0 1 1.17777777777778
"10808" "20077_16" 16 16 16 0 1 1
"10809" "20078_3" 3 20 20 0 1 4.77777777777778
"10810" "20079_2" 2 2 2 0 1 1
"10811" "2008_3" 3 13 12 1 0.923076923076923 3.11111111111111
"10812" "20080_3" 3 3 3 0 1 1
"10813" "20081_1" 1 1 1 0 1 1
"10814" "20082_1" 1 1 1 0 1 1
"10815" "20083_1" 1 1 1 0 1 1
"10816" "20084_2" 2 3 3 0 1 1.33333333333333
"10817" "20085_1" 1 1 1 0 1 1
"10818" "20086_1" 1 1 1 0 1 1
"10819" "20087_1" 1 1 1 0 1 1
"10820" "20088_1" 1 19 19 0 1 13
"10821" "20089_16" 16 40 40 0 1 2
"10822" "2009_1" 1 5 4 1 0.8 3.33333333333333
"10823" "20090_8" 8 28 26 2 0.928571428571429 2.58333333333333
"10824" "20091_1" 1 40 40 0 1 27
"10825" "20092_1" 1 4 4 0 1 3
"10826" "20093_1" 1 1 1 0 1 1
"10827" "20094_1" 1 1 1 0 1 1
"10828" "20095_41" 41 142 79 63 0.556338028169014 2.13008130081301
"10829" "20096_2" 2 20 20 0 1 7
"10830" "20097_18" 18 19 19 0 1 1.03703703703704
"10831" "20098_1" 1 1 1 0 1 1
"10832" "201_3" 3 4 4 0 1 1.22222222222222
"10833" "2010_2" 2 6 6 0 1 2.33333333333333
"10834" "20100_1" 1 1 1 0 1 1
"10835" "20101_1" 1 1 1 0 1 1
"10836" "20102_37" 37 40 40 0 1 1.05405405405405
"10837" "20103_1" 1 2 2 0 1 1.66666666666667
"10838" "20104_48" 48 235 154 81 0.65531914893617 3.03472222222222
"10839" "20105_1" 1 1 1 0 1 1
"10840" "20106_1" 1 1 1 0 1 1
"10841" "20107_2" 2 16 16 0 1 5.66666666666667
"10842" "20108_1" 1 1 1 0 1 1
"10843" "20109_1" 1 1 1 0 1 1
"10844" "2011_1" 1 1 1 0 1 1
"10845" "20110_1" 1 1 1 0 1 1
"10846" "20111_26" 26 43 43 0 1 1.43589743589744
"10847" "20112_2" 2 2 2 0 1 1
"10848" "20113_2" 2 5 5 0 1 2
"10849" "20114_1" 1 1 1 0 1 1
"10850" "20115_45" 45 45 45 0 1 1
"10851" "20116_2" 2 3 3 0 1 1.33333333333333
"10852" "20117_4" 4 76 68 8 0.894736842105263 12.3333333333333
"10853" "20118_1" 1 1 1 0 1 1
"10854" "20119_48" 48 55 52 3 0.945454545454545 1.07638888888889
"10855" "2012_1" 1 18 16 2 0.888888888888889 11.6666666666667
"10856" "20120_1" 1 1 1 0 1 1
"10857" "20121_2" 2 2 2 0 1 1
"10858" "20122_1" 1 1 1 0 1 1
"10859" "20123_1" 1 1 1 0 1 1
"10860" "20124_1" 1 1 1 0 1 1
"10861" "20125_1" 1 1 1 0 1 1
"10862" "20126_1" 1 56 55 1 0.982142857142857 37.3333333333333
"10863" "20127_3" 3 42 42 0 1 9.66666666666667
"10864" "20128_3" 3 460 298 162 0.647826086956522 84.5555555555556
"10865" "2013_9" 9 13 13 0 1 1.2962962962963
"10866" "20130_1" 1 1 1 0 1 1
"10867" "20131_1" 1 11 11 0 1 7.66666666666667
"10868" "20132_1" 1 1 1 0 1 1
"10869" "20133_1" 1 26 26 0 1 17.6666666666667
"10870" "20134_1" 1 2 2 0 1 1.66666666666667
"10871" "20135_1" 1 1 1 0 1 1
"10872" "20136_1" 1 20 20 0 1 13.6666666666667
"10873" "20137_1" 1 1 1 0 1 1
"10874" "20138_2" 2 2 2 0 1 1
"10875" "20139_2" 2 2 2 0 1 1
"10876" "2014_1" 1 43 43 0 1 29
"10877" "20140_4" 4 4 4 0 1 1
"10878" "20141_29" 29 29 29 0 1 1
"10879" "20142_1" 1 7 7 0 1 5
"10880" "20143_1" 1 2 2 0 1 1.66666666666667
"10881" "20144_36" 36 41 41 0 1 1.09259259259259
"10882" "20145_16" 16 20 20 0 1 1.16666666666667
"10883" "20146_16" 16 18 18 0 1 1.08333333333333
"10884" "20147_41" 41 50 50 0 1 1.14634146341463
"10885" "20148_33" 33 44 44 0 1 1.22222222222222
"10886" "20149_22" 22 25 25 0 1 1.09090909090909
"10887" "2015_37" 37 138 130 8 0.942028985507246 2.74774774774775
"10888" "20150_3" 3 3 3 0 1 1
"10889" "20151_2" 2 2 2 0 1 1
"10890" "20152_13" 13 13 13 0 1 1
"10891" "20153_1" 1 1 1 0 1 1
"10892" "20154_3" 3 6 6 0 1 1.66666666666667
"10893" "20155_14" 14 14 14 0 1 1
"10894" "20156_3" 3 3 3 0 1 1
"10895" "20157_1" 1 2 2 0 1 1.66666666666667
"10896" "20158_17" 17 18 18 0 1 1.03921568627451
"10897" "20159_1" 1 1 1 0 1 1
"10898" "2016_1" 1 1 1 0 1 1
"10899" "20160_1" 1 1 1 0 1 1
"10900" "20161_2" 2 9 7 2 0.777777777777778 3
"10901" "20162_3" 3 3 3 0 1 1
"10902" "20163_47" 47 142 122 20 0.859154929577465 2.20567375886525
"10903" "20164_47" 47 195 155 40 0.794871794871795 2.81560283687943
"10904" "20165_24" 24 146 137 9 0.938356164383562 4.26388888888889
"10905" "20166_1" 1 1 1 0 1 1
"10906" "20167_1" 1 1 1 0 1 1
"10907" "20168_1" 1 1 1 0 1 1
"10908" "20169_10" 10 12 12 0 1 1.13333333333333
"10909" "2017_10" 10 10 10 0 1 1
"10910" "20170_39" 39 45 45 0 1 1.1025641025641
"10911" "20171_1" 1 1 1 0 1 1
"10912" "20172_2" 2 2 2 0 1 1
"10913" "20173_41" 41 42 42 0 1 1.01626016260163
"10914" "20174_1" 1 1 1 0 1 1
"10915" "20175_1" 1 1 1 0 1 1
"10916" "20176_2" 2 2 2 0 1 1
"10917" "20177_2" 2 4 4 0 1 1.66666666666667
"10918" "20178_46" 46 471 312 159 0.662420382165605 6.00724637681159
"10919" "2018_1" 1 24 24 0 1 16.3333333333333
"10920" "20180_2" 2 2 2 0 1 1
"10921" "20181_2" 2 2 2 0 1 1
"10922" "20182_3" 3 3 3 0 1 1
"10923" "20183_1" 1 2 2 0 1 1.66666666666667
"10924" "20184_1" 1 2 2 0 1 1.66666666666667
"10925" "20185_3" 3 3 3 0 1 1
"10926" "20186_4" 4 4 4 0 1 1
"10927" "20187_1" 1 1 1 0 1 1
"10928" "20188_1" 1 1 1 0 1 1
"10929" "20189_2" 2 2 2 0 1 1
"10930" "2019_1" 1 1 1 0 1 1
"10931" "20190_1" 1 1 1 0 1 1
"10932" "20191_47" 47 51 51 0 1 1.05673758865248
"10933" "20192_1" 1 3 3 0 1 2.33333333333333
"10934" "20193_1" 1 1 1 0 1 1
"10935" "20194_1" 1 1 1 0 1 1
"10936" "20195_2" 2 2 2 0 1 1
"10937" "20196_46" 46 55 55 0 1 1.1304347826087
"10938" "20197_1" 1 1 1 0 1 1
"10939" "20198_1" 1 10 10 0 1 7
"10940" "20199_23" 23 31 31 0 1 1.23188405797101
"10941" "202_3" 3 3 3 0 1 1
"10942" "2020_1" 1 1 1 0 1 1
"10943" "20200_40" 40 40 40 0 1 1
"10944" "20201_2" 2 2 2 0 1 1
"10945" "20202_1" 1 1 1 0 1 1
"10946" "20203_1" 1 2 1 1 0.5 1.33333333333333
"10947" "20204_4" 4 4 4 0 1 1
"10948" "20205_6" 6 37 37 0 1 4.44444444444444
"10949" "20206_1" 1 2 2 0 1 1.66666666666667
"10950" "20207_25" 25 25 25 0 1 1
"10951" "20208_5" 5 6 6 0 1 1.13333333333333
"10952" "20209_1" 1 1 1 0 1 1
"10953" "2021_1" 1 1 1 0 1 1
"10954" "20210_15" 15 50 48 2 0.96 2.51111111111111
"10955" "20211_2" 2 2 2 0 1 1
"10956" "20212_44" 44 51 50 1 0.980392156862745 1.09848484848485
"10957" "20213_1" 1 1 1 0 1 1
"10958" "20214_3" 3 5 5 0 1 1.44444444444444
"10959" "20215_44" 44 49 49 0 1 1.07575757575758
"10960" "20216_1" 1 1 1 0 1 1
"10961" "20217_1" 1 1 1 0 1 1
"10962" "20218_1" 1 1 1 0 1 1
"10963" "20219_1" 1 1 1 0 1 1
"10964" "2022_1" 1 6 6 0 1 4.33333333333333
"10965" "20220_1" 1 5 5 0 1 3.66666666666667
"10966" "20221_1" 1 30 30 0 1 20.3333333333333
"10967" "20222_1" 1 1 1 0 1 1
"10968" "20223_2" 2 2 2 0 1 1
"10969" "20224_1" 1 38 38 0 1 25.6666666666667
"10970" "20225_1" 1 1 1 0 1 1
"10971" "20226_1" 1 1 1 0 1 1
"10972" "20227_2" 2 50 50 0 1 17
"10973" "20228_1" 1 1 1 0 1 1
"10974" "20229_11" 11 11 11 0 1 1
"10975" "2023_1" 1 5 5 0 1 3.66666666666667
"10976" "20230_1" 1 1 1 0 1 1
"10977" "20231_1" 1 1 1 0 1 1
"10978" "20232_2" 2 2 2 0 1 1
"10979" "20233_50" 50 51 51 0 1 1.01333333333333
"10980" "20234_1" 1 46 46 0 1 31
"10981" "20235_2" 2 5 5 0 1 2
"10982" "20236_1" 1 1 1 0 1 1
"10983" "20237_1" 1 21 21 0 1 14.3333333333333
"10984" "20238_1" 1 1 1 0 1 1
"10985" "20239_38" 38 44 44 0 1 1.10526315789474
"10986" "2024_1" 1 1 1 0 1 1
"10987" "20240_2" 2 13 13 0 1 4.66666666666667
"10988" "20241_2" 2 2 2 0 1 1
"10989" "20242_1" 1 1 1 0 1 1
"10990" "20243_1" 1 1 1 0 1 1
"10991" "20245_1" 1 3 3 0 1 2.33333333333333
"10992" "20246_2" 2 33 33 0 1 11.3333333333333
"10993" "20247_3" 3 3 3 0 1 1
"10994" "20248_1" 1 1 1 0 1 1
"10995" "20249_1" 1 1 1 0 1 1
"10996" "2025_1" 1 1 1 0 1 1
"10997" "20250_45" 45 47 47 0 1 1.02962962962963
"10998" "20251_1" 1 1 1 0 1 1
"10999" "20252_1" 1 1 1 0 1 1
"11000" "20253_1" 1 1 1 0 1 1
"11001" "20254_3" 3 47 47 0 1 10.7777777777778
"11002" "20255_5" 5 12 11 1 0.916666666666667 1.86666666666667
"11003" "20256_2" 2 2 2 0 1 1
"11004" "20257_2" 2 24 24 0 1 8.33333333333333
"11005" "20258_1" 1 2 2 0 1 1.66666666666667
"11006" "2026_1" 1 1 1 0 1 1
"11007" "20260_43" 43 45 45 0 1 1.03100775193798
"11008" "20261_1" 1 1 1 0 1 1
"11009" "20262_3" 3 3 3 0 1 1
"11010" "20263_6" 6 6 6 0 1 1
"11011" "20264_3" 3 3 3 0 1 1
"11012" "20265_1" 1 1 1 0 1 1
"11013" "20266_1" 1 5 5 0 1 3.66666666666667
"11014" "20267_1" 1 1 1 0 1 1
"11015" "20268_2" 2 3 3 0 1 1.33333333333333
"11016" "20269_1" 1 1 1 0 1 1
"11017" "2027_1" 1 1 1 0 1 1
"11018" "20270_1" 1 1 1 0 1 1
"11019" "20271_1" 1 1 1 0 1 1
"11020" "20272_1" 1 1 1 0 1 1
"11021" "20273_1" 1 230 153 77 0.665217391304348 128
"11022" "20274_1" 1 2 2 0 1 1.66666666666667
"11023" "20275_1" 1 201 122 79 0.606965174129353 108
"11024" "20276_1" 1 1 1 0 1 1
"11025" "20277_2" 2 2 2 0 1 1
"11026" "20278_1" 1 1 1 0 1 1
"11027" "20279_1" 1 1 1 0 1 1
"11028" "2028_1" 1 41 41 0 1 27.6666666666667
"11029" "20280_1" 1 1 1 0 1 1
"11030" "20281_1" 1 1 1 0 1 1
"11031" "20282_1" 1 1 1 0 1 1
"11032" "20283_2" 2 3 2 1 0.666666666666667 1.16666666666667
"11033" "20284_1" 1 2 2 0 1 1.66666666666667
"11034" "20285_5" 5 5 5 0 1 1
"11035" "20286_49" 49 163 108 55 0.662576687116564 2.17687074829932
"11036" "20287_36" 36 43 43 0 1 1.12962962962963
"11037" "20288_2" 2 4 4 0 1 1.66666666666667
"11038" "20289_1" 1 1 1 0 1 1
"11039" "2029_2" 2 2 2 0 1 1
"11040" "20290_2" 2 2 2 0 1 1
"11041" "20291_46" 46 48 48 0 1 1.02898550724638
"11042" "20292_1" 1 1 1 0 1 1
"11043" "20293_1" 1 1 1 0 1 1
"11044" "20294_1" 1 1 1 0 1 1
"11045" "20295_1" 1 1 1 0 1 1
"11046" "20296_41" 41 43 43 0 1 1.03252032520325
"11047" "20297_2" 2 67 38 29 0.567164179104478 17.8333333333333
"11048" "20298_5" 5 65 62 3 0.953846153846154 8.8
"11049" "20299_1" 1 2 2 0 1 1.66666666666667
"11050" "203_2" 2 4 4 0 1 1.66666666666667
"11051" "2030_2" 2 4 3 1 0.75 1.5
"11052" "20300_1" 1 1 1 0 1 1
"11053" "20301_1" 1 1 1 0 1 1
"11054" "20302_48" 48 62 62 0 1 1.19444444444444
"11055" "20303_3" 3 40 40 0 1 9.22222222222222
"11056" "20304_5" 5 5 5 0 1 1
"11057" "20305_1" 1 48 48 0 1 32.3333333333333
"11058" "20306_1" 1 1 1 0 1 1
"11059" "20307_1" 1 294 215 79 0.731292517006803 170
"11060" "20308_3" 3 3 3 0 1 1
"11061" "20309_5" 5 112 106 6 0.946428571428571 14.8666666666667
"11062" "2031_2" 2 2 2 0 1 1
"11063" "20310_1" 1 1 1 0 1 1
"11064" "20311_1" 1 1 1 0 1 1
"11065" "20312_1" 1 2 2 0 1 1.66666666666667
"11066" "20313_1" 1 3 3 0 1 2.33333333333333
"11067" "20314_2" 2 52 52 0 1 17.6666666666667
"11068" "20315_2" 2 7 7 0 1 2.66666666666667
"11069" "20316_1" 1 1 1 0 1 1
"11070" "20317_1" 1 1 1 0 1 1
"11071" "20319_30" 30 35 35 0 1 1.11111111111111
"11072" "2032_2" 2 57 22 35 0.385964912280702 13.5
"11073" "20321_2" 2 2 2 0 1 1
"11074" "20322_17" 17 17 17 0 1 1
"11075" "20323_1" 1 1 1 0 1 1
"11076" "20324_1" 1 1 1 0 1 1
"11077" "20325_61" 61 94 89 5 0.946808510638298 1.33333333333333
"11078" "20326_43" 43 226 150 76 0.663716814159292 3.24806201550388
"11079" "20327_35" 35 44 44 0 1 1.17142857142857
"11080" "20328_3" 3 3 3 0 1 1
"11081" "20329_2" 2 8 7 1 0.875 2.83333333333333
"11082" "2033_1" 1 1 1 0 1 1
"11083" "20330_2" 2 20 18 2 0.9 6.66666666666667
"11084" "20331_2" 2 2 2 0 1 1
"11085" "20332_1" 1 1 1 0 1 1
"11086" "20333_1" 1 1 1 0 1 1
"11087" "20334_1" 1 1 1 0 1 1
"11088" "20335_1" 1 1 1 0 1 1
"11089" "20336_1" 1 2 2 0 1 1.66666666666667
"11090" "20337_1" 1 1 1 0 1 1
"11091" "20338_1" 1 1 1 0 1 1
"11092" "20339_1" 1 1 1 0 1 1
"11093" "2034_1" 1 1 1 0 1 1
"11094" "20340_2" 2 386 231 155 0.598445595854922 103.166666666667
"11095" "20341_37" 37 242 167 75 0.690082644628099 4.01801801801802
"11096" "20342_2" 2 2 2 0 1 1
"11097" "20343_1" 1 1 1 0 1 1
"11098" "20344_1" 1 1 1 0 1 1
"11099" "20345_3" 3 3 3 0 1 1
"11100" "20346_3" 3 5 5 0 1 1.44444444444444
"11101" "20347_16" 16 144 133 11 0.923611111111111 6.10416666666667
"11102" "20348_1" 1 1 1 0 1 1
"11103" "20349_18" 18 19 19 0 1 1.03703703703704
"11104" "2035_1" 1 1 1 0 1 1
"11105" "20350_18" 18 24 24 0 1 1.22222222222222
"11106" "20351_2" 2 2 2 0 1 1
"11107" "20352_1" 1 1 1 0 1 1
"11108" "20353_1" 1 1 1 0 1 1
"11109" "20354_1" 1 1 1 0 1 1
"11110" "20355_1" 1 1 1 0 1 1
"11111" "20356_1" 1 2 2 0 1 1.66666666666667
"11112" "20357_1" 1 1 1 0 1 1
"11113" "20358_1" 1 1 1 0 1 1
"11114" "20359_1" 1 1 1 0 1 1
"11115" "2036_1" 1 1 1 0 1 1
"11116" "20360_2" 2 10 10 0 1 3.66666666666667
"11117" "20361_1" 1 1 1 0 1 1
"11118" "20362_48" 48 49 49 0 1 1.01388888888889
"11119" "20363_2" 2 5 5 0 1 2
"11120" "20364_1" 1 1 1 0 1 1
"11121" "20365_2" 2 226 214 12 0.946902654867257 73.6666666666667
"11122" "20366_2" 2 2 2 0 1 1
"11123" "20367_1" 1 46 46 0 1 31
"11124" "20368_1" 1 1 1 0 1 1
"11125" "20369_1" 1 32 32 0 1 21.6666666666667
"11126" "2037_1" 1 1 1 0 1 1
"11127" "20370_2" 2 2 2 0 1 1
"11128" "20371_8" 8 12 12 0 1 1.33333333333333
"11129" "20372_4" 4 460 293 167 0.63695652173913 63.0833333333333
"11130" "20373_2" 2 41 41 0 1 14
"11131" "20374_1" 1 39 39 0 1 26.3333333333333
"11132" "20375_1" 1 1 1 0 1 1
"11133" "20376_12" 12 31 31 0 1 2.05555555555556
"11134" "20377_2" 2 7 7 0 1 2.66666666666667
"11135" "20378_3" 3 3 3 0 1 1
"11136" "20379_50" 50 223 152 71 0.681614349775785 2.83333333333333
"11137" "2038_3" 3 4 4 0 1 1.22222222222222
"11138" "20380_1" 1 2 2 0 1 1.66666666666667
"11139" "20381_1" 1 1 1 0 1 1
"11140" "20382_1" 1 1 1 0 1 1
"11141" "20383_1" 1 1 1 0 1 1
"11142" "20384_1" 1 2 2 0 1 1.66666666666667
"11143" "20385_1" 1 1 1 0 1 1
"11144" "20386_2" 2 2 2 0 1 1
"11145" "20387_46" 46 49 48 1 0.979591836734694 1.03623188405797
"11146" "20388_11" 11 42 42 0 1 2.87878787878788
"11147" "20389_1" 1 1 1 0 1 1
"11148" "2039_1" 1 1 1 0 1 1
"11149" "20390_2" 2 106 101 5 0.952830188679245 34.8333333333333
"11150" "20391_1" 1 1 1 0 1 1
"11151" "20392_3" 3 3 3 0 1 1
"11152" "20393_1" 1 1 1 0 1 1
"11153" "20395_1" 1 1 1 0 1 1
"11154" "20396_1" 1 1 1 0 1 1
"11155" "20397_17" 17 17 17 0 1 1
"11156" "20398_1" 1 1 1 0 1 1
"11157" "20399_12" 12 12 12 0 1 1
"11158" "204_2" 2 8 8 0 1 3
"11159" "2040_1" 1 1 1 0 1 1
"11160" "20400_1" 1 49 49 0 1 33
"11161" "20401_1" 1 1 1 0 1 1
"11162" "20402_2" 2 5 5 0 1 2
"11163" "20403_15" 15 16 16 0 1 1.04444444444444
"11164" "20404_55" 55 60 60 0 1 1.06060606060606
"11165" "20405_2" 2 2 2 0 1 1
"11166" "20406_1" 1 7 7 0 1 5
"11167" "20407_36" 36 296 217 79 0.733108108108108 5.08333333333333
"11168" "20408_1" 1 1 1 0 1 1
"11169" "20409_2" 2 2 2 0 1 1
"11170" "2041_7" 7 7 7 0 1 1
"11171" "20410_1" 1 1 1 0 1 1
"11172" "20411_1" 1 1 1 0 1 1
"11173" "20412_4" 4 4 4 0 1 1
"11174" "20413_1" 1 12 10 2 0.833333333333333 7.66666666666667
"11175" "20415_3" 3 3 3 0 1 1
"11176" "20416_1" 1 1 1 0 1 1
"11177" "20417_1" 1 49 49 0 1 33
"11178" "20418_1" 1 1 1 0 1 1
"11179" "20419_4" 4 56 56 0 1 9.66666666666667
"11180" "2042_1" 1 4 4 0 1 3
"11181" "20420_2" 2 2 2 0 1 1
"11182" "20421_1" 1 2 2 0 1 1.66666666666667
"11183" "20422_1" 1 38 38 0 1 25.6666666666667
"11184" "20423_1" 1 1 1 0 1 1
"11185" "20424_2" 2 2 2 0 1 1
"11186" "20425_1" 1 3 3 0 1 2.33333333333333
"11187" "20426_1" 1 18 18 0 1 12.3333333333333
"11188" "20427_32" 32 39 39 0 1 1.14583333333333
"11189" "20428_4" 4 5 5 0 1 1.16666666666667
"11190" "20429_1" 1 1 1 0 1 1
"11191" "2043_1" 1 1 1 0 1 1
"11192" "20430_1" 1 1 1 0 1 1
"11193" "20431_2" 2 2 2 0 1 1
"11194" "20432_2" 2 4 3 1 0.75 1.5
"11195" "20433_2" 2 27 27 0 1 9.33333333333333
"11196" "20434_2" 2 2 2 0 1 1
"11197" "20435_2" 2 2 2 0 1 1
"11198" "20436_35" 35 43 43 0 1 1.15238095238095
"11199" "20437_28" 28 28 28 0 1 1
"11200" "20438_2" 2 2 2 0 1 1
"11201" "20439_1" 1 2 2 0 1 1.66666666666667
"11202" "2044_50" 50 53 53 0 1 1.04
"11203" "20440_1" 1 1 1 0 1 1
"11204" "20441_1" 1 3 2 1 0.666666666666667 2
"11205" "20442_1" 1 27 27 0 1 18.3333333333333
"11206" "20443_4" 4 4 4 0 1 1
"11207" "20444_1" 1 6 6 0 1 4.33333333333333
"11208" "20445_2" 2 22 22 0 1 7.66666666666667
"11209" "20446_4" 4 31 31 0 1 5.5
"11210" "20447_45" 45 60 60 0 1 1.22222222222222
"11211" "20448_4" 4 4 4 0 1 1
